0.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
5.370815472563414406e-02,2.117140115756978247e+00,5.012436928848106987e+00
1.071569868696755634e-01,2.233946934140421892e+00,5.024844510498486905e+00
1.603403691074314352e-01,2.350386960644494039e+00,5.037216381973504298e+00
2.132573661045599478e-01,2.466433947204011101e+00,5.049547526239718920e+00
2.659101753713877248e-01,2.582071945241845690e+00,5.061835146281854492e+00
3.183023806597493066e-01,2.697296895279608808e+00,5.074079165376526923e+00
3.704377710470249108e-01,2.812116550114828861e+00,5.086282324760586171e+00
4.223197952885546780e-01,2.926548058025487009e+00,5.098453915014866666e+00
4.739411955914010766e-01,3.040514003485935479e+00,5.111182183309587401e+00
5.319933555635760758e-01,3.133549648150749434e+00,5.162050241060494038e+00
6.406678456091363660e-01,3.137463798195875508e+00,5.179559139316624261e+00
7.517095811597056532e-01,3.141238735300847296e+00,5.189098265257951148e+00
8.639829021465348369e-01,3.145839625126415573e+00,5.198214534015651367e+00
9.774681685053103752e-01,3.151380201829318661e+00,5.207275989389199111e+00
1.092168744339508057e+00,3.157971169003286338e+00,5.216307783893639360e+00
1.208074370215499238e+00,3.165733110662396044e+00,5.225307646774778547e+00
1.325161418815005376e+00,3.174789474705721926e+00,5.234265875652651445e+00
1.443397672750614591e+00,3.185257329863389941e+00,5.243172552437064482e+00
1.562749791463807769e+00,3.197238567385895625e+00,5.252024327162595263e+00
1.683191848817333636e+00,3.210810421698632400e+00,5.260809899021037239e+00
1.804713278214523431e+00,3.226023069500294493e+00,5.269525588054020382e+00
1.927325703442009264e+00,3.242900530082962085e+00,5.278179689357568982e+00
2.051066507464914590e+00,3.261443331289376246e+00,5.286782829541868622e+00
2.175999037644367640e+00,3.281636552590390110e+00,5.295349854098467368e+00
2.302208542376672717e+00,3.303460996006452266e+00,5.303900792862693336e+00
2.429792816668373767e+00,3.326905906783999445e+00,5.312456652434656590e+00
2.558847139001358073e+00,3.351981946119341416e+00,5.321028154437784430e+00
2.689444881763900952e+00,3.378740500256136148e+00,5.329635624598122234e+00
2.821613623445816010e+00,3.407282144041803740e+00,5.338286772353059817e+00
2.955313462453724949e+00,3.437763982191493373e+00,5.346979236979677808e+00
3.090423462442574820e+00,3.470396563577234694e+00,5.355699316619305428e+00
3.226743854881103601e+00,3.505429615672126964e+00,5.364422746578214607e+00
3.364018694567784351e+00,3.543128421033469699e+00,5.373118134222328202e+00
3.501977416818429667e+00,3.583746842865933147e+00,5.381752706589795210e+00
3.640386051865117878e+00,3.627505741472683898e+00,5.390299088653473625e+00
3.779093189066987435e+00,3.674584912362905964e+00,5.398741233287686292e+00
3.918054843727632797e+00,3.725132518337213483e+00,5.407077686838261954e+00
4.057326154701417664e+00,3.779289937561133961e+00,5.415321020441045796e+00
4.197013912047960815e+00,3.837224218985354707e+00,5.423493083793042402e+00
4.337189844258558580e+00,3.899156137284441215e+00,5.431616359928705506e+00
4.477770341595084247e+00,3.965369115772188202e+00,5.439702067831658994e+00
4.618376542664911710e+00,4.036183076925586199e+00,5.447736104587924011e+00
4.758202507574371687e+00,4.111879625074841726e+00,5.455664904164347462e+00
4.895937533090957139e+00,4.192575478263156796e+00,5.463384988243837448e+00
5.029801953699665873e+00,4.278064122576658690e+00,5.470741809727889482e+00
5.157745624014121510e+00,4.367678314784532390e+00,5.477544098532248107e+00
5.277805397326272185e+00,4.460251425901617495e+00,5.483620105128285793e+00
5.388420767589276572e+00,4.554302021597263384e+00,5.489682492145296244e+00
5.480365269802179640e+00,4.647827758921191155e+00,5.514157352656559929e+00
5.522256750891753718e+00,4.717299330265182888e+00,5.534386831037639176e+00
5.573912223371077168e+00,4.792676134135290589e+00,5.554602221962801067e+00
5.632194073106815857e+00,4.871782866760062447e+00,5.571209040962556536e+00
5.691822717692920364e+00,4.950652788099566770e+00,5.583639126508755268e+00
5.753036185924827350e+00,5.030130566749508425e+00,5.593712318071779599e+00
5.810563375844375322e+00,5.103907799993860905e+00,5.600740190128851381e+00
5.867293516003251774e+00,5.172627759494034194e+00,5.603317550007641756e+00
5.924138740944528969e+00,5.240019106204099053e+00,5.605734436300550350e+00
5.993666491927382545e+00,5.327409089261568198e+00,5.608011951308429666e+00
6.063167553525844689e+00,5.413574264951638959e+00,5.607287390885960399e+00
6.130764556116745645e+00,5.496637740194183053e+00,5.606224500796321841e+00
6.198067063154136136e+00,5.573759213804553525e+00,5.605227614414484805e+00
6.256330285129018343e+00,5.644871953808450193e+00,5.601100374408299665e+00
6.304265488275563989e+00,5.707272268967845896e+00,5.594193430498705766e+00
6.341729962700719980e+00,5.758802769122828735e+00,5.585493852603659271e+00
6.369846116218431220e+00,5.798365762374935173e+00,5.576378299902181368e+00
6.390790037881481034e+00,5.826182524060236290e+00,5.568214797650346881e+00
6.407322981143722451e+00,5.843700379669098055e+00,5.561988100540967928e+00
6.422319576028410637e+00,5.853219547397589650e+00,5.558094763473572897e+00
6.492780698589380783e+00,5.897961362271783692e+00,5.551172191233412434e+00
6.557653170693848566e+00,5.974029368855998889e+00,5.550217004994855152e+00
6.622532664997917706e+00,6.050101857457058863e+00,5.549264762627999836e+00
6.665106463782056956e+00,6.183688302183208307e+00,5.539585928135565496e+00
6.702711020901012340e+00,6.318804507916900626e+00,5.529449035159198722e+00
6.736261943384064921e+00,6.453142070884401171e+00,5.519150663702205861e+00
6.765848965119150904e+00,6.586543785474828994e+00,5.508669404235185141e+00
6.791825928070951868e+00,6.718185726448774986e+00,5.493679991415869601e+00
6.909844244197841157e+00,6.730038785115568523e+00,5.485139177594104076e+00
7.028473797209159990e+00,6.743829131191015236e+00,5.477718275757021971e+00
7.147521465883468039e+00,6.759697573689694927e+00,5.470459572988735530e+00
7.266589284095124057e+00,6.777966317726840551e+00,5.463412706945546482e+00
7.385097799426037390e+00,6.799092074971649247e+00,5.456655235194711295e+00
7.502396429224360119e+00,6.823541700385975517e+00,5.450264401025273209e+00
7.617872024698572275e+00,6.851691112757078095e+00,5.444300907270342549e+00
7.731042297182548317e+00,6.883797514332658629e+00,5.438679017202497690e+00
7.841570994728924937e+00,6.919914417393937534e+00,5.433441178944560690e+00
7.948590847772504908e+00,6.960410529314130734e+00,5.428978336052655784e+00
8.053472844991112822e+00,7.004011606515820887e+00,5.424872821842567916e+00
8.155636494509600709e+00,7.050977297921138032e+00,5.421163650885221230e+00
8.255229983468618471e+00,7.101000087847189057e+00,5.417809309019215647e+00
8.352009919631338875e+00,7.155187567685132422e+00,5.411362153490425264e+00
8.361010832723469122e+00,7.274133765642101679e+00,5.405470813876853242e+00
8.407019420726438597e+00,7.363713271147570794e+00,5.407497004768655025e+00
8.458700342207603029e+00,7.449267212094719426e+00,5.410496407960330600e+00
8.510389418815726970e+00,7.534815716624753357e+00,5.413497329777735345e+00
8.562078925798285667e+00,7.620363939641449313e+00,5.416498461358848715e+00
8.613768689266995793e+00,7.705912031052515765e+00,5.419499762561580170e+00
8.665218238439123866e+00,7.791581933881648325e+00,5.422411925728533255e+00
8.769155588874040674e+00,7.852284870872829892e+00,5.419577449507237965e+00
8.871559645054716725e+00,7.914414472559251124e+00,5.416996527342368140e+00
8.971470246532263104e+00,7.978365874937007440e+00,5.414735080940876522e+00
9.068445595712017138e+00,8.044284749919356159e+00,5.412836939216627563e+00
9.162131294136681703e+00,8.112263847690732277e+00,5.411333390033429502e+00
9.252203250038791182e+00,8.182135514993037262e+00,5.410265462269026493e+00
9.337992652629765189e+00,8.252504228741363690e+00,5.409793109982547143e+00
9.420289505878962188e+00,8.325237377884347367e+00,5.409650302649777309e+00
9.486949439606576107e+00,8.368363192400718020e+00,5.412594970416360063e+00
9.546211477342698259e+00,8.401998190187626392e+00,5.415491710931182645e+00
9.602683362183887184e+00,8.437290627655702480e+00,5.417027290199709633e+00
9.656243276020628485e+00,8.472809644779205840e+00,5.417023014143297566e+00
9.707523824980510696e+00,8.509440774914777350e+00,5.415340805670024515e+00
9.756624011659896567e+00,8.547075337575652298e+00,5.411976233067604447e+00
9.803343520885398732e+00,8.586036721304873609e+00,5.405400962328864800e+00
9.846310607934393389e+00,8.628279484784354025e+00,5.389857818792899380e+00
9.886792714616294830e+00,8.672477866239734823e+00,5.375164212649525375e+00
9.924542239337046823e+00,8.718727001900958840e+00,5.363511045821939938e+00
9.958487304043398325e+00,8.768451406733790421e+00,5.353065758068538571e+00
9.933555853848998751e+00,8.846648276467275807e+00,5.321189839963562207e+00
9.901758090114661570e+00,8.920728969672463649e+00,5.321520455311683051e+00
9.870722619127608510e+00,8.998319380738481144e+00,5.323202227551325549e+00
9.848300735815579188e+00,9.077346675492673711e+00,5.327611661786535890e+00
9.834621038512594282e+00,9.158049749129386186e+00,5.335001515726365717e+00
9.829108596896430683e+00,9.240545248617433316e+00,5.345171595750111138e+00
9.830799625255265184e+00,9.324735411424928344e+00,5.357303566026253350e+00
9.838273542683241502e+00,9.409891610289150776e+00,5.371765242505078142e+00
9.859304056632971935e+00,9.492883523051551364e+00,5.389689897850400868e+00
9.882742089384722206e+00,9.575812370455521361e+00,5.408550759234762140e+00
9.905992610165718304e+00,9.658861389559667998e+00,5.427799462567376665e+00
9.929203291357520555e+00,9.742636641144093446e+00,5.447285797275817743e+00
1.000000000000000000e+01,1.000000000000000000e+01,5.500000000000000000e+00
